date,store_id,ndc,quantity_dispensed,days_supply,payer_type,rx_fill_count
2025-11-04,ST002,65749-587-96,1,90,medicare_part_d,1
2025-11-05,ST002,65749-587-96,3,90,commercial,1
2025-11-06,ST002,65749-587-96,1,30,cash,1
2025-11-08,ST002,65749-587-96,1,90,commercial,1
2025-11-09,ST002,65749-587-96,1,30,commercial,1
2025-11-10,ST002,65749-587-96,5,30,commercial,1
2025-11-12,ST002,65749-587-96,1,30,medicare_part_d,1
2025-11-13,ST002,65749-587-96,2,60,medicare_part_d,1
2025-11-14,ST002,65749-587-96,3,90,cash,1
2025-11-16,ST002,65749-587-96,1,30,commercial,1
2025-11-17,ST002,65749-587-96,1,60,medicare_part_d,1
2025-11-19,ST002,65749-587-96,3,60,medicaid,1
2025-11-20,ST002,65749-587-96,6,30,medicaid,1
2025-11-21,ST002,65749-587-96,1,30,commercial,1
2025-11-22,ST002,65749-587-96,2,60,cash,1
2025-11-23,ST002,65749-587-96,3,90,commercial,1
2025-11-24,ST002,65749-587-96,1,30,commercial,1
2025-11-25,ST002,65749-587-96,1,30,commercial,1
2025-11-27,ST002,65749-587-96,4,60,cash,1
2025-12-01,ST002,65749-587-96,3,30,commercial,1
2025-12-02,ST002,65749-587-96,1,90,medicare_part_d,1
2025-12-03,ST002,65749-587-96,1,30,commercial,1
2025-12-05,ST002,65749-587-96,2,90,commercial,1
2025-12-06,ST002,65749-587-96,2,90,commercial,1
2025-12-07,ST002,65749-587-96,1,30,medicare_part_d,1
2025-12-08,ST002,65749-587-96,3,60,commercial,1
2025-12-09,ST002,65749-587-96,1,60,medicaid,1
2025-12-10,ST002,65749-587-96,1,30,commercial,1
2025-12-11,ST002,65749-587-96,1,90,medicare_part_d,1
2025-12-12,ST002,65749-587-96,2,30,commercial,1
2025-12-16,ST002,65749-587-96,1,30,commercial,1
2025-12-17,ST002,65749-587-96,1,90,commercial,1
2025-12-18,ST002,65749-587-96,1,90,commercial,1
2025-12-19,ST002,65749-587-96,3,90,commercial,1
2025-12-21,ST002,65749-587-96,1,30,cash,1
2025-12-22,ST002,65749-587-96,2,90,commercial,1
2025-12-23,ST002,65749-587-96,2,90,medicaid,1
2025-12-24,ST002,65749-587-96,4,30,medicare_part_d,1
2025-12-25,ST002,65749-587-96,2,60,medicaid,1
2025-12-26,ST002,65749-587-96,4,30,commercial,1
2025-12-27,ST002,65749-587-96,2,90,cash,1
2025-12-29,ST002,65749-587-96,6,90,medicaid,1
2025-12-30,ST002,65749-587-96,2,30,commercial,1
2025-08-01,ST002,32223-787-20,2,60,medicare_part_d,1
2025-08-02,ST002,32223-787-20,2,30,medicaid,1
2025-08-03,ST002,32223-787-20,1,30,medicare_part_d,1
2025-08-05,ST002,32223-787-20,1,60,medicaid,1
2025-08-06,ST002,32223-787-20,3,60,commercial,1
2025-08-07,ST002,32223-787-20,1,30,commercial,1
2025-08-09,ST002,32223-787-20,3,90,medicare_part_d,1
2025-08-10,ST002,32223-787-20,1,90,medicaid,1
2025-08-11,ST002,32223-787-20,2,60,cash,1
2025-08-12,ST002,32223-787-20,2,30,commercial,1
2025-08-13,ST002,32223-787-20,2,60,medicare_part_d,1
2025-08-14,ST002,32223-787-20,2,60,medicare_part_d,1
2025-08-15,ST002,32223-787-20,1,90,medicare_part_d,1
2025-08-16,ST002,32223-787-20,2,30,commercial,1
2025-08-17,ST002,32223-787-20,2,90,commercial,1
2025-08-18,ST002,32223-787-20,2,30,commercial,1
2025-08-19,ST002,32223-787-20,4,90,medicare_part_d,1
2025-08-22,ST002,32223-787-20,2,30,commercial,1
2025-08-24,ST002,32223-787-20,1,60,medicaid,1
2025-08-25,ST002,32223-787-20,1,90,commercial,1
2025-08-28,ST002,32223-787-20,5,30,medicaid,2
2025-08-29,ST002,32223-787-20,1,60,medicare_part_d,1
2025-08-30,ST002,32223-787-20,2,90,cash,1
2025-08-31,ST002,32223-787-20,1,90,commercial,1
2025-09-01,ST002,32223-787-20,1,60,medicare_part_d,1
2025-09-02,ST002,32223-787-20,1,90,medicare_part_d,1
2025-09-03,ST002,32223-787-20,1,60,medicare_part_d,1
2025-09-04,ST002,32223-787-20,2,90,commercial,1
2025-09-06,ST002,32223-787-20,1,30,commercial,1
2025-09-09,ST002,32223-787-20,4,60,medicaid,1
2025-09-10,ST002,32223-787-20,5,60,medicare_part_d,2
2025-09-11,ST002,32223-787-20,2,30,medicare_part_d,1
2025-09-12,ST002,32223-787-20,1,90,medicare_part_d,1
2025-09-13,ST002,32223-787-20,1,90,medicare_part_d,1
2025-09-15,ST002,32223-787-20,2,90,commercial,1
2025-09-16,ST002,32223-787-20,1,90,commercial,1
2025-09-17,ST002,32223-787-20,3,90,medicare_part_d,1
2025-09-18,ST002,32223-787-20,1,90,commercial,1
2025-09-19,ST002,32223-787-20,1,30,commercial,1
2025-09-20,ST002,32223-787-20,2,90,commercial,1
2025-09-21,ST002,32223-787-20,1,90,commercial,1
2025-09-22,ST002,32223-787-20,1,60,medicare_part_d,1
2025-09-24,ST002,32223-787-20,2,90,medicaid,1
2025-09-25,ST002,32223-787-20,5,60,cash,2
2025-09-26,ST002,32223-787-20,1,30,medicare_part_d,1
2025-09-28,ST002,32223-787-20,2,90,medicaid,1
2025-09-29,ST002,32223-787-20,2,30,medicaid,1
2025-09-30,ST002,32223-787-20,4,30,medicare_part_d,1
2025-10-01,ST002,32223-787-20,4,30,medicare_part_d,1
2025-10-02,ST002,32223-787-20,1,90,commercial,1
2025-10-04,ST002,32223-787-20,1,60,medicaid,1
2025-10-05,ST002,32223-787-20,1,90,commercial,1
2025-10-06,ST002,32223-787-20,2,60,medicaid,1
2025-10-07,ST002,32223-787-20,1,60,commercial,1
2025-10-09,ST002,32223-787-20,3,30,medicaid,1
2025-10-10,ST002,32223-787-20,1,30,medicare_part_d,1
2025-10-13,ST002,32223-787-20,2,90,medicare_part_d,1
2025-10-14,ST002,32223-787-20,4,90,medicaid,1
2025-10-15,ST002,32223-787-20,2,60,commercial,1
2025-10-17,ST002,32223-787-20,1,90,cash,1
2025-10-18,ST002,32223-787-20,1,90,medicare_part_d,1
2025-10-20,ST002,32223-787-20,2,90,medicare_part_d,1
2025-10-21,ST002,32223-787-20,2,90,commercial,1
2025-10-22,ST002,32223-787-20,3,60,commercial,1
2025-10-24,ST002,32223-787-20,4,90,medicaid,1
2025-10-26,ST002,32223-787-20,1,60,commercial,1
2025-10-28,ST002,32223-787-20,2,30,commercial,1
2025-10-29,ST002,32223-787-20,3,90,commercial,1
2025-10-30,ST002,32223-787-20,3,90,commercial,1
2025-10-31,ST002,32223-787-20,1,90,commercial,1
2025-11-02,ST002,32223-787-20,1,90,medicare_part_d,1
2025-11-04,ST002,32223-787-20,2,90,medicaid,1
2025-11-05,ST002,32223-787-20,1,30,medicare_part_d,1
2025-11-06,ST002,32223-787-20,2,30,medicare_part_d,1
2025-11-07,ST002,32223-787-20,1,90,medicaid,1
2025-11-10,ST002,32223-787-20,1,90,commercial,1
2025-11-12,ST002,32223-787-20,1,60,medicaid,1
2025-11-13,ST002,32223-787-20,2,30,commercial,1
2025-11-14,ST002,32223-787-20,3,90,commercial,1
2025-11-16,ST002,32223-787-20,1,30,medicare_part_d,1
2025-11-18,ST002,32223-787-20,2,30,commercial,1
2025-11-19,ST002,32223-787-20,1,90,commercial,1
2025-11-20,ST002,32223-787-20,5,90,commercial,2
2025-11-24,ST002,32223-787-20,1,60,commercial,1
2025-11-25,ST002,32223-787-20,1,90,commercial,1
2025-11-26,ST002,32223-787-20,3,30,commercial,1
2025-11-27,ST002,32223-787-20,2,30,commercial,1
2025-11-28,ST002,32223-787-20,1,30,medicare_part_d,1
2025-11-29,ST002,32223-787-20,1,60,cash,1
2025-11-30,ST002,32223-787-20,1,60,commercial,1
2025-12-01,ST002,32223-787-20,2,60,medicare_part_d,1
2025-12-03,ST002,32223-787-20,2,90,cash,1
2025-12-04,ST002,32223-787-20,3,90,commercial,1
2025-12-06,ST002,32223-787-20,2,90,cash,1
2025-12-07,ST002,32223-787-20,1,90,commercial,1
2025-12-08,ST002,32223-787-20,1,30,commercial,1
2025-12-09,ST002,32223-787-20,2,30,commercial,1
2025-12-10,ST002,32223-787-20,3,90,medicaid,1
2025-12-11,ST002,32223-787-20,5,60,commercial,2
2025-12-13,ST002,32223-787-20,1,30,medicare_part_d,1
2025-12-14,ST002,32223-787-20,2,30,medicare_part_d,1
2025-12-15,ST002,32223-787-20,2,90,medicare_part_d,1
2025-12-16,ST002,32223-787-20,2,60,medicaid,1
2025-12-18,ST002,32223-787-20,1,60,medicaid,1
2025-12-19,ST002,32223-787-20,2,60,commercial,1
2025-12-21,ST002,32223-787-20,2,30,commercial,1
2025-12-22,ST002,32223-787-20,3,30,medicaid,1
2025-12-24,ST002,32223-787-20,2,30,medicare_part_d,1
2025-12-25,ST002,32223-787-20,4,90,commercial,1
2025-12-26,ST002,32223-787-20,2,60,commercial,1
2025-12-27,ST002,32223-787-20,2,90,commercial,1
2025-12-29,ST002,32223-787-20,2,90,commercial,1
2025-08-01,ST002,89846-334-30,3,60,cash,1
2025-08-02,ST002,89846-334-30,1,60,commercial,1
2025-08-03,ST002,89846-334-30,2,30,cash,1
2025-08-04,ST002,89846-334-30,1,30,medicare_part_d,1
2025-08-06,ST002,89846-334-30,1,30,medicaid,1
2025-08-07,ST002,89846-334-30,2,30,medicare_part_d,1
2025-08-08,ST002,89846-334-30,2,30,commercial,1
2025-08-10,ST002,89846-334-30,1,60,medicare_part_d,1
2025-08-11,ST002,89846-334-30,1,30,medicaid,1
2025-08-12,ST002,89846-334-30,3,60,medicaid,1
2025-08-13,ST002,89846-334-30,1,60,medicare_part_d,1
2025-08-14,ST002,89846-334-30,4,90,commercial,1
2025-08-15,ST002,89846-334-30,2,60,medicare_part_d,1
2025-08-19,ST002,89846-334-30,2,30,commercial,1
2025-08-20,ST002,89846-334-30,3,60,commercial,1
2025-08-22,ST002,89846-334-30,1,60,commercial,1
2025-08-25,ST002,89846-334-30,2,90,medicare_part_d,1
2025-08-31,ST002,89846-334-30,1,60,commercial,1
2025-09-01,ST002,89846-334-30,2,60,commercial,1
2025-09-02,ST002,89846-334-30,1,30,medicare_part_d,1
2025-09-03,ST002,89846-334-30,1,90,medicare_part_d,1
2025-09-04,ST002,89846-334-30,1,60,commercial,1
2025-09-06,ST002,89846-334-30,1,90,medicare_part_d,1
2025-09-07,ST002,89846-334-30,1,30,cash,1
2025-09-08,ST002,89846-334-30,1,90,commercial,1
2025-09-09,ST002,89846-334-30,3,60,medicaid,1
2025-09-10,ST002,89846-334-30,1,60,medicare_part_d,1
2025-09-11,ST002,89846-334-30,2,90,cash,1
2025-09-12,ST002,89846-334-30,2,90,commercial,1
2025-09-15,ST002,89846-334-30,1,60,commercial,1
2025-09-16,ST002,89846-334-30,1,30,commercial,1
2025-09-19,ST002,89846-334-30,2,90,commercial,1
2025-09-20,ST002,89846-334-30,2,30,medicare_part_d,1
2025-09-21,ST002,89846-334-30,1,90,medicaid,1
2025-09-23,ST002,89846-334-30,1,30,medicare_part_d,1
2025-09-24,ST002,89846-334-30,4,90,cash,1
2025-09-25,ST002,89846-334-30,1,30,medicare_part_d,1
2025-09-26,ST002,89846-334-30,2,90,commercial,1
2025-09-27,ST002,89846-334-30,3,30,medicare_part_d,1
2025-09-28,ST002,89846-334-30,1,90,commercial,1
2025-09-29,ST002,89846-334-30,2,90,commercial,1
2025-09-30,ST002,89846-334-30,3,60,cash,1
2025-10-01,ST002,89846-334-30,1,90,medicare_part_d,1
2025-10-02,ST002,89846-334-30,1,30,commercial,1
2025-10-03,ST002,89846-334-30,1,30,cash,1
2025-10-04,ST002,89846-334-30,1,60,commercial,1
2025-10-06,ST002,89846-334-30,1,60,medicare_part_d,1
2025-10-07,ST002,89846-334-30,1,30,commercial,1
2025-10-08,ST002,89846-334-30,2,30,medicare_part_d,1
2025-10-10,ST002,89846-334-30,1,30,medicaid,1
2025-10-11,ST002,89846-334-30,1,30,medicare_part_d,1
2025-10-13,ST002,89846-334-30,1,30,commercial,1
2025-10-14,ST002,89846-334-30,3,60,medicare_part_d,1
2025-10-15,ST002,89846-334-30,1,90,medicare_part_d,1
2025-10-16,ST002,89846-334-30,3,30,commercial,1
2025-10-17,ST002,89846-334-30,1,30,medicare_part_d,1
2025-10-18,ST002,89846-334-30,1,60,medicaid,1
2025-10-20,ST002,89846-334-30,2,90,medicare_part_d,1
2025-10-21,ST002,89846-334-30,1,30,medicare_part_d,1
2025-10-22,ST002,89846-334-30,1,30,commercial,1
2025-10-23,ST002,89846-334-30,4,60,commercial,1
2025-10-24,ST002,89846-334-30,1,30,medicaid,1
2025-10-25,ST002,89846-334-30,1,30,commercial,1
2025-10-27,ST002,89846-334-30,1,60,commercial,1
2025-10-28,ST002,89846-334-30,1,30,cash,1
2025-10-29,ST002,89846-334-30,1,60,medicare_part_d,1
2025-11-02,ST002,89846-334-30,1,60,commercial,1
2025-11-03,ST002,89846-334-30,2,90,medicare_part_d,1
2025-11-04,ST002,89846-334-30,2,60,commercial,1
2025-11-06,ST002,89846-334-30,1,60,medicaid,1
2025-11-07,ST002,89846-334-30,2,90,cash,1
2025-11-08,ST002,89846-334-30,1,60,commercial,1
2025-11-09,ST002,89846-334-30,1,30,commercial,1
2025-11-10,ST002,89846-334-30,2,90,commercial,1
2025-11-12,ST002,89846-334-30,1,90,commercial,1
2025-11-14,ST002,89846-334-30,3,30,commercial,1
2025-11-17,ST002,89846-334-30,1,30,medicaid,1
2025-11-18,ST002,89846-334-30,2,30,medicare_part_d,1
2025-11-21,ST002,89846-334-30,1,90,medicaid,1
2025-11-22,ST002,89846-334-30,1,60,medicare_part_d,1
2025-11-23,ST002,89846-334-30,1,60,commercial,1
2025-11-24,ST002,89846-334-30,2,30,commercial,1
2025-11-25,ST002,89846-334-30,1,30,medicare_part_d,1
2025-11-26,ST002,89846-334-30,2,30,commercial,1
2025-11-27,ST002,89846-334-30,2,90,commercial,1
2025-11-28,ST002,89846-334-30,1,30,medicare_part_d,1
2025-12-01,ST002,89846-334-30,1,60,medicare_part_d,1
2025-12-02,ST002,89846-334-30,2,60,commercial,1
2025-12-03,ST002,89846-334-30,1,60,medicare_part_d,1
2025-12-04,ST002,89846-334-30,1,90,commercial,1
2025-12-05,ST002,89846-334-30,1,90,commercial,1
2025-12-06,ST002,89846-334-30,3,90,commercial,1
2025-12-07,ST002,89846-334-30,1,90,commercial,1
2025-12-09,ST002,89846-334-30,1,30,medicare_part_d,1
2025-12-10,ST002,89846-334-30,1,60,medicaid,1
2025-12-11,ST002,89846-334-30,2,90,commercial,1
2025-12-12,ST002,89846-334-30,2,90,medicaid,1
2025-12-14,ST002,89846-334-30,3,30,medicaid,1
2025-12-16,ST002,89846-334-30,3,60,medicaid,1
2025-12-19,ST002,89846-334-30,1,90,medicare_part_d,1
2025-12-20,ST002,89846-334-30,2,60,medicare_part_d,1
2025-12-21,ST002,89846-334-30,1,30,medicaid,1
2025-12-22,ST002,89846-334-30,2,60,commercial,1
2025-12-23,ST002,89846-334-30,2,30,medicare_part_d,1
2025-12-24,ST002,89846-334-30,1,90,commercial,1
2025-12-25,ST002,89846-334-30,1,30,commercial,1
2025-12-26,ST002,89846-334-30,2,30,commercial,1
2025-12-30,ST002,89846-334-30,1,90,medicare_part_d,1
2025-08-01,ST002,24669-197-68,1,60,commercial,1
2025-08-02,ST002,24669-197-68,1,30,medicaid,1
2025-08-03,ST002,24669-197-68,2,60,commercial,1
2025-08-04,ST002,24669-197-68,1,90,medicaid,1
2025-08-05,ST002,24669-197-68,4,30,commercial,1
2025-08-06,ST002,24669-197-68,1,30,medicare_part_d,1
2025-08-07,ST002,24669-197-68,5,60,commercial,1
2025-08-08,ST002,24669-197-68,1,30,commercial,1
2025-08-09,ST002,24669-197-68,1,30,medicare_part_d,1
2025-08-11,ST002,24669-197-68,2,30,commercial,1
2025-08-13,ST002,24669-197-68,2,90,commercial,1
2025-08-14,ST002,24669-197-68,3,90,commercial,1
2025-08-19,ST002,24669-197-68,1,60,cash,1
2025-08-20,ST002,24669-197-68,4,90,medicare_part_d,1
2025-08-21,ST002,24669-197-68,1,30,medicare_part_d,1
2025-08-22,ST002,24669-197-68,1,90,medicaid,1
2025-08-23,ST002,24669-197-68,1,90,commercial,1
2025-08-25,ST002,24669-197-68,1,60,medicare_part_d,1
2025-08-26,ST002,24669-197-68,2,30,medicare_part_d,1
2025-08-28,ST002,24669-197-68,3,30,commercial,1
2025-08-29,ST002,24669-197-68,3,60,medicare_part_d,1
2025-08-30,ST002,24669-197-68,1,60,medicare_part_d,1
2025-08-31,ST002,24669-197-68,1,60,medicare_part_d,1
2025-09-01,ST002,24669-197-68,2,60,medicare_part_d,1
2025-09-02,ST002,24669-197-68,2,30,medicare_part_d,1
2025-09-03,ST002,24669-197-68,2,60,medicare_part_d,1
2025-09-04,ST002,24669-197-68,2,30,medicaid,1
2025-09-05,ST002,24669-197-68,1,90,commercial,1
2025-09-06,ST002,24669-197-68,2,30,medicare_part_d,1
2025-09-07,ST002,24669-197-68,1,90,commercial,1
2025-09-08,ST002,24669-197-68,2,90,commercial,1
2025-09-09,ST002,24669-197-68,2,90,commercial,1
2025-09-11,ST002,24669-197-68,3,60,medicare_part_d,1
2025-09-15,ST002,24669-197-68,1,30,cash,1
2025-09-16,ST002,24669-197-68,2,30,cash,1
2025-09-17,ST002,24669-197-68,2,60,commercial,1
2025-09-18,ST002,24669-197-68,2,60,medicaid,1
2025-09-19,ST002,24669-197-68,1,60,commercial,1
2025-09-21,ST002,24669-197-68,1,90,medicare_part_d,1
2025-09-22,ST002,24669-197-68,3,30,medicaid,1
2025-09-23,ST002,24669-197-68,3,90,medicare_part_d,1
2025-09-24,ST002,24669-197-68,2,60,medicare_part_d,1
2025-09-25,ST002,24669-197-68,4,60,medicare_part_d,1
2025-09-27,ST002,24669-197-68,2,30,medicaid,1
2025-09-28,ST002,24669-197-68,1,90,medicare_part_d,1
2025-09-30,ST002,24669-197-68,1,30,medicaid,1
2025-10-01,ST002,24669-197-68,3,30,commercial,1
2025-10-02,ST002,24669-197-68,1,30,commercial,1
2025-10-04,ST002,24669-197-68,2,90,commercial,1
2025-10-08,ST002,24669-197-68,1,90,medicare_part_d,1
2025-10-09,ST002,24669-197-68,3,60,commercial,1
2025-10-10,ST002,24669-197-68,4,30,commercial,1
2025-10-11,ST002,24669-197-68,1,60,medicare_part_d,1
2025-10-13,ST002,24669-197-68,1,60,medicare_part_d,1
2025-10-14,ST002,24669-197-68,4,30,medicare_part_d,1
2025-10-15,ST002,24669-197-68,1,30,cash,1
2025-10-16,ST002,24669-197-68,2,30,commercial,1
2025-10-17,ST002,24669-197-68,4,60,medicare_part_d,1
2025-10-19,ST002,24669-197-68,1,60,medicare_part_d,1
2025-10-21,ST002,24669-197-68,1,90,commercial,1
2025-10-22,ST002,24669-197-68,1,90,commercial,1
2025-10-23,ST002,24669-197-68,1,30,medicare_part_d,1
2025-10-24,ST002,24669-197-68,1,60,medicare_part_d,1
2025-10-25,ST002,24669-197-68,2,60,medicare_part_d,1
2025-10-28,ST002,24669-197-68,2,90,commercial,1
2025-10-29,ST002,24669-197-68,1,90,cash,1
2025-10-30,ST002,24669-197-68,2,30,commercial,1
2025-10-31,ST002,24669-197-68,1,60,commercial,1
2025-11-01,ST002,24669-197-68,1,30,medicare_part_d,1
2025-11-03,ST002,24669-197-68,1,90,commercial,1
2025-11-04,ST002,24669-197-68,2,30,cash,1
2025-11-06,ST002,24669-197-68,1,90,medicaid,1
2025-11-08,ST002,24669-197-68,2,90,commercial,1
2025-11-09,ST002,24669-197-68,1,60,medicare_part_d,1
2025-11-12,ST002,24669-197-68,2,30,medicaid,1
2025-11-13,ST002,24669-197-68,6,60,commercial,2
2025-11-15,ST002,24669-197-68,1,60,commercial,1
2025-11-17,ST002,24669-197-68,3,60,medicare_part_d,1
2025-11-18,ST002,24669-197-68,2,60,medicaid,1
2025-11-19,ST002,24669-197-68,1,90,commercial,1
2025-11-20,ST002,24669-197-68,1,60,medicare_part_d,1
2025-11-21,ST002,24669-197-68,1,60,medicaid,1
2025-11-22,ST002,24669-197-68,1,30,commercial,1
2025-11-24,ST002,24669-197-68,2,30,commercial,1
2025-11-25,ST002,24669-197-68,1,90,medicare_part_d,1
2025-11-26,ST002,24669-197-68,3,60,cash,1
2025-11-27,ST002,24669-197-68,3,90,commercial,1
2025-11-29,ST002,24669-197-68,2,60,medicaid,1
2025-12-01,ST002,24669-197-68,2,60,medicaid,1
2025-12-02,ST002,24669-197-68,4,90,medicaid,1
2025-12-03,ST002,24669-197-68,3,30,commercial,1
2025-12-04,ST002,24669-197-68,1,60,commercial,1
2025-12-05,ST002,24669-197-68,4,90,commercial,1
2025-12-08,ST002,24669-197-68,2,90,commercial,1
2025-12-09,ST002,24669-197-68,2,90,medicare_part_d,1
2025-12-10,ST002,24669-197-68,2,90,commercial,1
2025-12-11,ST002,24669-197-68,3,30,commercial,1
2025-12-12,ST002,24669-197-68,3,30,medicare_part_d,1
2025-12-13,ST002,24669-197-68,2,30,commercial,1
2025-12-14,ST002,24669-197-68,4,90,medicare_part_d,1
2025-12-15,ST002,24669-197-68,1,90,commercial,1
2025-12-16,ST002,24669-197-68,2,90,medicare_part_d,1
2025-12-17,ST002,24669-197-68,2,60,commercial,1
2025-12-19,ST002,24669-197-68,3,30,commercial,1
2025-12-20,ST002,24669-197-68,1,90,medicaid,1
2025-12-21,ST002,24669-197-68,1,90,medicare_part_d,1
2025-12-22,ST002,24669-197-68,1,30,medicare_part_d,1
2025-12-23,ST002,24669-197-68,2,60,medicare_part_d,1
2025-12-24,ST002,24669-197-68,1,90,commercial,1
2025-12-25,ST002,24669-197-68,2,30,cash,1
2025-12-29,ST002,24669-197-68,1,60,commercial,1
2025-12-30,ST002,24669-197-68,1,90,commercial,1
2025-08-06,ST002,81651-620-32,1,90,medicare_part_d,1
2025-08-08,ST002,81651-620-32,2,90,medicaid,1
2025-08-10,ST002,81651-620-32,1,90,medicaid,1
2025-08-11,ST002,81651-620-32,1,60,cash,1
2025-08-19,ST002,81651-620-32,1,60,commercial,1
2025-08-23,ST002,81651-620-32,1,90,commercial,1
2025-09-10,ST002,81651-620-32,1,60,medicare_part_d,1
2025-09-13,ST002,81651-620-32,1,30,commercial,1
2025-09-14,ST002,81651-620-32,1,90,medicare_part_d,1
2025-09-18,ST002,81651-620-32,1,60,medicaid,1
2025-10-03,ST002,81651-620-32,1,60,commercial,1
2025-10-08,ST002,81651-620-32,1,90,340b,1
2025-10-22,ST002,81651-620-32,1,30,medicaid,1
2025-10-23,ST002,81651-620-32,1,30,medicare_part_d,1
2025-10-31,ST002,81651-620-32,1,60,commercial,1
2025-11-05,ST002,81651-620-32,1,60,340b,1
2025-11-06,ST002,81651-620-32,1,30,medicaid,1
2025-11-07,ST002,81651-620-32,1,90,commercial,1
2025-11-12,ST002,81651-620-32,1,60,medicare_part_d,1
2025-11-23,ST002,81651-620-32,1,90,340b,1
2025-12-02,ST002,81651-620-32,2,30,medicare_part_d,1
2025-12-07,ST002,81651-620-32,1,60,cash,1
2025-12-08,ST002,81651-620-32,1,60,340b,1
2025-12-12,ST002,81651-620-32,1,60,340b,1
2025-12-18,ST002,81651-620-32,1,90,commercial,1
2025-12-22,ST002,81651-620-32,1,90,commercial,1
2025-12-26,ST002,81651-620-32,1,60,commercial,1
2025-08-04,ST002,75142-666-42,1,90,medicare_part_d,1
2025-08-14,ST002,75142-666-42,1,60,commercial,1
2025-08-18,ST002,75142-666-42,1,30,medicaid,1
2025-08-26,ST002,75142-666-42,1,90,medicare_part_d,1
2025-09-03,ST002,75142-666-42,1,60,medicaid,1
2025-09-05,ST002,75142-666-42,1,90,cash,1
2025-09-10,ST002,75142-666-42,1,60,medicaid,1
2025-09-12,ST002,75142-666-42,1,60,medicaid,1
2025-09-16,ST002,75142-666-42,1,60,cash,1
2025-09-24,ST002,75142-666-42,1,30,commercial,1
2025-09-28,ST002,75142-666-42,2,90,medicaid,1
2025-09-29,ST002,75142-666-42,1,90,medicare_part_d,1
2025-10-02,ST002,75142-666-42,1,90,medicare_part_d,1
2025-10-05,ST002,75142-666-42,1,30,medicaid,1
2025-10-07,ST002,75142-666-42,1,30,commercial,1
2025-10-20,ST002,75142-666-42,2,30,cash,1
2025-10-27,ST002,75142-666-42,1,30,commercial,1
2025-11-04,ST002,75142-666-42,1,60,commercial,1
2025-11-18,ST002,75142-666-42,1,60,medicaid,1
2025-11-25,ST002,75142-666-42,1,30,commercial,1
2025-11-26,ST002,75142-666-42,2,90,commercial,1
2025-12-06,ST002,75142-666-42,2,60,cash,1
2025-12-10,ST002,75142-666-42,2,90,commercial,1
2025-12-16,ST002,75142-666-42,1,30,commercial,1
2025-12-17,ST002,75142-666-42,1,30,medicare_part_d,1
2025-12-19,ST002,75142-666-42,1,30,medicare_part_d,1
2025-12-24,ST002,75142-666-42,1,90,commercial,1
2025-12-26,ST002,75142-666-42,2,30,medicaid,1
2025-08-01,ST002,35925-784-33,2,90,commercial,1
2025-08-06,ST002,35925-784-33,1,90,commercial,1
2025-08-07,ST002,35925-784-33,1,30,medicaid,1
2025-08-08,ST002,35925-784-33,1,30,medicare_part_d,1
2025-08-13,ST002,35925-784-33,1,60,commercial,1
2025-08-15,ST002,35925-784-33,1,60,medicare_part_d,1
2025-08-16,ST002,35925-784-33,1,30,medicare_part_d,1
2025-08-21,ST002,35925-784-33,2,30,commercial,1
2025-09-09,ST002,35925-784-33,1,90,medicaid,1
2025-09-10,ST002,35925-784-33,1,90,commercial,1
2025-09-12,ST002,35925-784-33,1,30,medicaid,1
2025-09-15,ST002,35925-784-33,1,30,medicaid,1
2025-09-18,ST002,35925-784-33,1,90,medicare_part_d,1
2025-09-23,ST002,35925-784-33,1,90,medicaid,1
2025-10-02,ST002,35925-784-33,1,90,commercial,1
2025-10-17,ST002,35925-784-33,1,30,commercial,1
2025-10-21,ST002,35925-784-33,1,60,cash,1
2025-10-24,ST002,35925-784-33,1,60,medicare_part_d,1
2025-10-28,ST002,35925-784-33,1,90,medicare_part_d,1
2025-10-30,ST002,35925-784-33,1,30,medicare_part_d,1
2025-11-03,ST002,35925-784-33,1,60,commercial,1
2025-11-05,ST002,35925-784-33,1,30,commercial,1
2025-11-08,ST002,35925-784-33,1,90,medicaid,1
2025-11-12,ST002,35925-784-33,1,60,commercial,1
2025-11-22,ST002,35925-784-33,1,60,commercial,1
2025-11-23,ST002,35925-784-33,1,60,medicare_part_d,1
2025-11-26,ST002,35925-784-33,1,90,medicare_part_d,1
2025-11-28,ST002,35925-784-33,1,30,commercial,1
2025-12-04,ST002,35925-784-33,1,90,commercial,1
2025-12-05,ST002,35925-784-33,1,90,cash,1
2025-12-10,ST002,35925-784-33,1,60,medicaid,1
2025-12-23,ST002,35925-784-33,1,30,medicaid,1
2025-12-24,ST002,35925-784-33,1,60,commercial,1
2025-12-26,ST002,35925-784-33,1,90,medicaid,1
2025-08-01,ST003,62110-787-10,3,90,medicare_part_d,1
2025-08-02,ST003,62110-787-10,2,60,medicaid,1
2025-08-03,ST003,62110-787-10,2,30,medicare_part_d,1
2025-08-04,ST003,62110-787-10,10,60,commercial,2
2025-08-05,ST003,62110-787-10,7,90,commercial,2
2025-08-06,ST003,62110-787-10,7,30,medicaid,2
2025-08-07,ST003,62110-787-10,1,90,commercial,1
2025-08-08,ST003,62110-787-10,6,60,medicare_part_d,2
2025-08-09,ST003,62110-787-10,1,30,medicaid,1
2025-08-10,ST003,62110-787-10,3,30,medicaid,1
2025-08-11,ST003,62110-787-10,5,60,medicare_part_d,1
2025-08-12,ST003,62110-787-10,7,60,commercial,2
