substitution_id,shortage_id,date,store_id,original_ndc,proposed_alt_ndc,orange_book_te_match,buyer_decision,pharmacist_rated_appropriate
SUB00296,SHRT0017,2025-11-25,ST007,87807-177-51,67627-525-82,true,Accepted,true
SUB00297,SHRT0017,2025-11-19,ST008,87807-177-51,67627-525-82,true,Accepted,true
SUB00298,SHRT0017,2025-11-17,ST006,87807-177-51,37145-988-17,true,Accepted,true
SUB00299,SHRT0017,2025-11-17,ST004,87807-177-51,59096-233-20,true,Accepted,true
SUB00300,SHRT0017,2025-11-17,ST008,87807-177-51,80313-794-20,true,Deferred,true
SUB00301,SHRT0017,2025-11-28,ST012,87807-177-51,67627-525-82,true,Accepted,true
SUB00302,SHRT0017,2025-11-18,ST008,87807-177-51,59096-233-20,true,Accepted,true
SUB00303,SHRT0017,2025-11-27,ST003,87807-177-51,67627-525-82,true,Accepted,true
SUB00304,SHRT0017,2025-11-09,ST006,87807-177-51,59096-233-20,true,Accepted,true
SUB00305,SHRT0017,2025-11-25,ST006,87807-177-51,37145-988-17,true,Accepted,true
SUB00306,SHRT0017,2025-11-27,ST005,87807-177-51,37145-988-17,true,Accepted,true
SUB00307,SHRT0017,2025-11-21,ST006,87807-177-51,67627-525-82,true,Accepted,true
SUB00308,SHRT0017,2025-11-16,ST011,87807-177-51,80313-794-20,true,Accepted,true
SUB00309,SHRT0017,2025-11-19,ST011,87807-177-51,59096-233-20,true,Rejected,true
SUB00310,SHRT0017,2025-11-24,ST007,87807-177-51,59096-233-20,true,Accepted,true
SUB00311,SHRT0017,2025-11-29,ST005,87807-177-51,80313-794-20,true,Accepted,true
SUB00312,SHRT0017,2025-11-27,ST008,87807-177-51,67627-525-82,true,Accepted,true
SUB00313,SHRT0017,2025-11-28,ST011,87807-177-51,67627-525-82,true,Deferred,true
SUB00314,SHRT0017,2025-11-21,ST009,87807-177-51,67627-525-82,true,Accepted,true
SUB00315,SHRT0017,2025-11-09,ST003,87807-177-51,67627-525-82,true,Accepted,true
SUB00316,SHRT0018,2025-04-21,ST006,57137-519-83,74944-895-86,true,Deferred,true
SUB00317,SHRT0018,2025-04-07,ST007,57137-519-83,74944-895-86,true,Accepted,true
SUB00318,SHRT0018,2025-04-07,ST001,57137-519-83,89592-173-88,true,Accepted,true
SUB00319,SHRT0018,2025-04-17,ST011,57137-519-83,89592-173-88,true,Accepted,true
SUB00320,SHRT0018,2025-04-08,ST008,57137-519-83,74944-895-86,true,Accepted,true
SUB00321,SHRT0018,2025-04-14,ST010,57137-519-83,89592-173-88,true,Deferred,true
SUB00322,SHRT0018,2025-04-14,ST009,57137-519-83,17856-277-33,true,Accepted,true
SUB00323,SHRT0018,2025-04-10,ST007,57137-519-83,17856-277-33,true,Accepted,true
SUB00324,SHRT0018,2025-04-10,ST012,57137-519-83,89592-173-88,true,Accepted,true
SUB00325,SHRT0018,2025-04-04,ST003,57137-519-83,74944-895-86,true,Rejected,true
SUB00326,SHRT0018,2025-04-09,ST005,57137-519-83,89592-173-88,true,Accepted,true
SUB00327,SHRT0018,2025-04-07,ST008,57137-519-83,74944-895-86,true,Accepted,true
SUB00328,SHRT0018,2025-04-20,ST009,57137-519-83,89592-173-88,true,Accepted,true
SUB00329,SHRT0018,2025-04-23,ST010,57137-519-83,89592-173-88,true,Accepted,true
SUB00330,SHRT0018,2025-04-06,ST012,57137-519-83,74944-895-86,true,Accepted,true
SUB00331,SHRT0019,2024-09-01,ST012,60063-448-33,37120-692-97,true,Accepted,true
SUB00332,SHRT0019,2024-09-10,ST004,60063-448-33,64620-984-87,true,Accepted,true
SUB00333,SHRT0019,2024-08-30,ST003,60063-448-33,52958-203-33,true,Accepted,false
SUB00334,SHRT0019,2024-09-06,ST005,60063-448-33,96981-253-27,true,Accepted,true
SUB00335,SHRT0019,2024-09-09,ST008,60063-448-33,37120-692-97,true,Accepted,true
SUB00336,SHRT0019,2024-09-03,ST011,60063-448-33,77547-855-65,true,Accepted,true
SUB00337,SHRT0019,2024-09-06,ST004,60063-448-33,77547-855-65,true,Rejected,true
SUB00338,SHRT0019,2024-08-30,ST009,60063-448-33,64620-984-87,true,Deferred,true
SUB00339,SHRT0019,2024-08-25,ST011,60063-448-33,64620-984-87,true,Accepted,true
SUB00340,SHRT0019,2024-09-13,ST003,60063-448-33,52958-203-33,true,Accepted,true
SUB00341,SHRT0019,2024-08-27,ST003,60063-448-33,52958-203-33,true,Accepted,true
SUB00342,SHRT0019,2024-08-24,ST003,60063-448-33,64620-984-87,true,Accepted,true
SUB00343,SHRT0019,2024-08-31,ST010,60063-448-33,77547-855-65,true,Accepted,true
SUB00344,SHRT0019,2024-08-27,ST010,60063-448-33,64620-984-87,true,Accepted,true
SUB00345,SHRT0019,2024-09-11,ST004,60063-448-33,37120-692-97,true,Accepted,true
SUB00346,SHRT0019,2024-09-11,ST001,60063-448-33,37120-692-97,true,Accepted,true
SUB00347,SHRT0019,2024-08-30,ST007,60063-448-33,37120-692-97,true,Accepted,true
SUB00348,SHRT0019,2024-09-01,ST002,60063-448-33,37120-692-97,true,Accepted,true
SUB00349,SHRT0019,2024-08-30,ST008,60063-448-33,37120-692-97,true,Accepted,true
SUB00350,SHRT0019,2024-08-29,ST012,60063-448-33,64620-984-87,true,Deferred,true
SUB00351,SHRT0019,2024-09-03,ST011,60063-448-33,96981-253-27,true,Accepted,true
SUB00352,SHRT0019,2024-09-05,ST012,60063-448-33,52958-203-33,true,Rejected,true
SUB00353,SHRT0019,2024-09-08,ST007,60063-448-33,37120-692-97,true,Rejected,true
SUB00354,SHRT0020,2024-02-26,ST012,17441-245-97,14780-446-79,true,Accepted,true
SUB00355,SHRT0020,2024-03-09,ST002,17441-245-97,14780-446-79,true,Accepted,true
SUB00356,SHRT0020,2024-03-02,ST010,17441-245-97,72561-808-57,true,Accepted,true
SUB00357,SHRT0020,2024-03-01,ST009,17441-245-97,72561-808-57,true,Deferred,true
SUB00358,SHRT0020,2024-03-01,ST011,17441-245-97,72561-808-57,true,Accepted,true
SUB00359,SHRT0020,2024-03-05,ST010,17441-245-97,14780-446-79,true,Accepted,true
SUB00360,SHRT0020,2024-02-26,ST001,17441-245-97,14780-446-79,true,Deferred,true
SUB00361,SHRT0020,2024-02-26,ST002,17441-245-97,14780-446-79,true,Accepted,true
SUB00362,SHRT0020,2024-03-02,ST005,17441-245-97,14780-446-79,true,Accepted,true
SUB00363,SHRT0020,2024-02-27,ST006,17441-245-97,14780-446-79,true,Accepted,true
SUB00364,SHRT0020,2024-03-13,ST001,17441-245-97,14780-446-79,true,Accepted,true
SUB00365,SHRT0020,2024-02-29,ST008,17441-245-97,14780-446-79,true,Accepted,true
SUB00366,SHRT0020,2024-03-05,ST008,17441-245-97,14780-446-79,true,Accepted,true
SUB00367,SHRT0020,2024-03-10,ST011,17441-245-97,72561-808-57,true,Accepted,true
SUB00368,SHRT0020,2024-03-12,ST003,17441-245-97,14780-446-79,true,Accepted,false
SUB00369,SHRT0020,2024-02-29,ST007,17441-245-97,14780-446-79,true,Accepted,true
SUB00370,SHRT0020,2024-03-08,ST001,17441-245-97,14780-446-79,true,Accepted,true
SUB00371,SHRT0020,2024-03-02,ST005,17441-245-97,72561-808-57,true,Accepted,true
SUB00372,SHRT0020,2024-03-05,ST004,17441-245-97,72561-808-57,true,Accepted,true
SUB00373,SHRT0020,2024-03-02,ST006,17441-245-97,14780-446-79,true,Accepted,true
