date,store_id,ndc,on_hand_qty,in_transit_qty,days_of_supply,reorder_point_days,target_days_of_supply
2024-08-19,ST002,65749-587-96,21,0,12.2,10,21
2024-08-26,ST002,65749-587-96,31,0,18,10,21
2024-09-02,ST002,65749-587-96,24,0,13.9,10,21
2024-09-09,ST002,65749-587-96,14,22,8.1,10,21
2024-09-16,ST002,65749-587-96,19,0,11,10,21
2024-09-23,ST002,65749-587-96,33,0,19.1,10,21
2024-09-30,ST002,65749-587-96,28,0,16.2,10,21
2024-10-07,ST002,65749-587-96,20,0,11.6,10,21
2024-10-14,ST002,65749-587-96,29,0,16.8,10,21
2024-10-21,ST002,65749-587-96,20,0,11.6,10,21
2024-10-28,ST002,65749-587-96,27,0,15.6,10,21
2024-11-04,ST002,65749-587-96,17,19,9.8,10,21
2024-11-11,ST002,65749-587-96,23,0,13.3,10,21
2024-11-18,ST002,65749-587-96,31,0,18,10,21
2024-11-25,ST002,65749-587-96,15,21,8.7,10,21
2024-12-02,ST002,65749-587-96,29,0,16.8,10,21
2024-12-09,ST002,65749-587-96,21,0,12.2,10,21
2024-12-16,ST002,65749-587-96,22,0,12.7,10,21
2024-12-23,ST002,65749-587-96,26,0,15.1,10,21
2024-12-30,ST002,65749-587-96,20,0,11.6,10,21
2025-01-06,ST002,65749-587-96,29,0,16.8,10,21
2025-01-13,ST002,65749-587-96,20,0,11.6,10,21
2025-01-20,ST002,65749-587-96,29,0,16.8,10,21
2025-01-27,ST002,65749-587-96,17,19,9.8,10,21
2025-02-03,ST002,65749-587-96,28,0,16.2,10,21
2025-02-10,ST002,65749-587-96,30,0,17.4,10,21
2025-02-17,ST002,65749-587-96,25,0,14.5,10,21
2025-02-24,ST002,65749-587-96,12,19,6.9,10,21
2025-03-03,ST002,65749-587-96,18,0,10.4,10,21
2025-03-10,ST002,65749-587-96,23,0,13.3,10,21
2025-03-17,ST002,65749-587-96,18,0,10.4,10,21
2025-03-24,ST002,65749-587-96,29,0,16.8,10,21
2025-03-31,ST002,65749-587-96,20,0,11.6,10,21
2025-04-07,ST002,65749-587-96,31,0,18,10,21
2025-04-14,ST002,65749-587-96,18,0,10.4,10,21
2025-04-21,ST002,65749-587-96,24,0,13.9,10,21
2025-04-28,ST002,65749-587-96,18,0,10.4,10,21
2025-05-05,ST002,65749-587-96,29,0,16.8,10,21
2025-05-12,ST002,65749-587-96,19,0,11,10,21
2025-05-19,ST002,65749-587-96,28,0,16.2,10,21
2025-05-26,ST002,65749-587-96,20,0,11.6,10,21
2025-06-02,ST002,65749-587-96,25,0,14.5,10,21
2025-06-09,ST002,65749-587-96,17,19,9.8,10,21
2025-06-16,ST002,65749-587-96,20,0,11.6,10,21
2025-06-23,ST002,65749-587-96,36,0,20.8,10,21
2025-06-30,ST002,65749-587-96,26,0,15.1,10,21
2025-07-07,ST002,65749-587-96,17,19,9.8,10,21
2025-07-14,ST002,65749-587-96,24,0,13.9,10,21
2025-07-21,ST002,65749-587-96,31,0,18,10,21
2025-07-28,ST002,65749-587-96,19,0,11,10,21
2025-08-04,ST002,65749-587-96,31,0,18,10,21
2025-08-11,ST002,65749-587-96,18,0,10.4,10,21
2025-08-18,ST002,65749-587-96,25,0,14.5,10,21
2025-08-25,ST002,65749-587-96,32,0,18.5,10,21
2025-09-01,ST002,65749-587-96,23,0,13.3,10,21
2025-09-08,ST002,65749-587-96,19,0,11,10,21
2025-09-15,ST002,65749-587-96,33,0,19.1,10,21
2025-09-22,ST002,65749-587-96,20,0,11.6,10,21
2025-09-29,ST002,65749-587-96,28,0,16.2,10,21
2025-10-06,ST002,65749-587-96,15,19,8.7,10,21
2025-10-13,ST002,65749-587-96,25,0,14.5,10,21
2025-10-20,ST002,65749-587-96,35,0,20.3,10,21
2025-10-27,ST002,65749-587-96,25,0,14.5,10,21
2025-11-03,ST002,65749-587-96,15,20,8.7,10,21
2025-11-10,ST002,65749-587-96,23,0,13.3,10,21
2025-11-17,ST002,65749-587-96,34,0,19.7,10,21
2025-11-24,ST002,65749-587-96,18,0,10.4,10,21
2025-12-01,ST002,65749-587-96,29,0,16.8,10,21
2025-12-08,ST002,65749-587-96,19,0,11,10,21
2025-12-15,ST002,65749-587-96,33,0,19.1,10,21
2025-12-22,ST002,65749-587-96,24,0,13.9,10,21
2025-12-29,ST002,65749-587-96,24,0,13.9,10,21
2024-01-01,ST002,32223-787-20,33,0,20,10,21
2024-01-08,ST002,32223-787-20,21,0,12.7,10,21
2024-01-15,ST002,32223-787-20,13,22,7.9,10,21
2024-01-22,ST002,32223-787-20,24,0,14.5,10,21
2024-01-29,ST002,32223-787-20,10,20,6.1,10,21
2024-02-05,ST002,32223-787-20,20,0,12.1,10,21
2024-02-12,ST002,32223-787-20,32,0,19.4,10,21
2024-02-19,ST002,32223-787-20,21,0,12.7,10,21
2024-02-26,ST002,32223-787-20,32,0,19.4,10,21
2024-03-04,ST002,32223-787-20,27,0,16.4,10,21
2024-03-11,ST002,32223-787-20,21,0,12.7,10,21
2024-03-18,ST002,32223-787-20,32,0,19.4,10,21
2024-03-25,ST002,32223-787-20,24,0,14.5,10,21
2024-04-01,ST002,32223-787-20,33,0,20,10,21
2024-04-08,ST002,32223-787-20,15,19,9.1,10,21
2024-04-15,ST002,32223-787-20,22,0,13.3,10,21
2024-04-22,ST002,32223-787-20,32,0,19.4,10,21
2024-04-29,ST002,32223-787-20,21,0,12.7,10,21
2024-05-06,ST002,32223-787-20,27,0,16.4,10,21
2024-05-13,ST002,32223-787-20,13,19,7.9,10,21
2024-05-20,ST002,32223-787-20,21,0,12.7,10,21
2024-05-27,ST002,32223-787-20,32,0,19.4,10,21
2024-06-03,ST002,32223-787-20,24,0,14.5,10,21
2024-06-10,ST002,32223-787-20,15,20,9.1,10,21
2024-06-17,ST002,32223-787-20,24,0,14.5,10,21
2024-06-24,ST002,32223-787-20,16,19,9.7,10,21
2024-07-01,ST002,32223-787-20,28,0,17,10,21
2024-07-08,ST002,32223-787-20,17,0,10.3,10,21
2024-07-15,ST002,32223-787-20,29,0,17.6,10,21
2024-07-22,ST002,32223-787-20,14,21,8.5,10,21
2024-07-29,ST002,32223-787-20,29,0,17.6,10,21
2024-08-05,ST002,32223-787-20,22,0,13.3,10,21
2024-08-12,ST002,32223-787-20,13,22,7.9,10,21
2024-08-19,ST002,32223-787-20,25,0,15.2,10,21
2024-08-26,ST002,32223-787-20,14,21,8.5,10,21
2024-09-02,ST002,32223-787-20,25,0,15.2,10,21
2024-09-09,ST002,32223-787-20,15,19,9.1,10,21
2024-09-16,ST002,32223-787-20,24,0,14.5,10,21
2024-09-23,ST002,32223-787-20,17,0,10.3,10,21
2024-09-30,ST002,32223-787-20,24,0,14.5,10,21
2024-10-07,ST002,32223-787-20,32,0,19.4,10,21
2024-10-14,ST002,32223-787-20,21,0,12.7,10,21
2024-10-21,ST002,32223-787-20,16,19,9.7,10,21
2024-10-28,ST002,32223-787-20,19,0,11.5,10,21
2024-11-04,ST002,32223-787-20,32,0,19.4,10,21
2024-11-11,ST002,32223-787-20,24,0,14.5,10,21
2024-11-18,ST002,32223-787-20,33,0,20,10,21
2024-11-25,ST002,32223-787-20,22,0,13.3,10,21
2024-12-02,ST002,32223-787-20,34,0,20.6,10,21
2024-12-09,ST002,32223-787-20,26,0,15.8,10,21
2024-12-16,ST002,32223-787-20,18,0,10.9,10,21
2024-12-23,ST002,32223-787-20,22,0,13.3,10,21
2024-12-30,ST002,32223-787-20,16,19,9.7,10,21
2025-01-06,ST002,32223-787-20,19,0,11.5,10,21
2025-01-13,ST002,32223-787-20,27,0,16.4,10,21
2025-01-20,ST002,32223-787-20,18,0,10.9,10,21
2025-01-27,ST002,32223-787-20,26,0,15.8,10,21
2025-02-03,ST002,32223-787-20,31,0,18.8,10,21
2025-02-10,ST002,32223-787-20,20,0,12.1,10,21
2025-02-17,ST002,32223-787-20,26,0,15.8,10,21
2025-02-24,ST002,32223-787-20,16,19,9.7,10,21
2025-03-03,ST002,32223-787-20,27,0,16.4,10,21
2025-03-10,ST002,32223-787-20,18,0,10.9,10,21
2025-03-17,ST002,32223-787-20,29,0,17.6,10,21
2025-03-24,ST002,32223-787-20,16,19,9.7,10,21
2025-03-31,ST002,32223-787-20,31,0,18.8,10,21
2025-04-07,ST002,32223-787-20,20,0,12.1,10,21
2025-04-14,ST002,32223-787-20,21,0,12.7,10,21
2025-04-21,ST002,32223-787-20,30,0,18.2,10,21
2025-04-28,ST002,32223-787-20,30,0,18.2,10,21
2025-05-05,ST002,32223-787-20,17,0,10.3,10,21
2025-05-12,ST002,32223-787-20,28,0,17,10,21
2025-05-19,ST002,32223-787-20,18,0,10.9,10,21
2025-05-26,ST002,32223-787-20,23,0,13.9,10,21
2025-06-02,ST002,32223-787-20,31,0,18.8,10,21
2025-06-09,ST002,32223-787-20,22,0,13.3,10,21
2025-06-16,ST002,32223-787-20,30,0,18.2,10,21
2025-06-23,ST002,32223-787-20,20,0,12.1,10,21
2025-06-30,ST002,32223-787-20,32,0,19.4,10,21
2025-07-07,ST002,32223-787-20,24,0,14.5,10,21
2025-07-14,ST002,32223-787-20,32,0,19.4,10,21
2025-07-21,ST002,32223-787-20,20,0,12.1,10,21
2025-07-28,ST002,32223-787-20,26,0,15.8,10,21
2025-08-04,ST002,32223-787-20,16,19,9.7,10,21
2025-08-11,ST002,32223-787-20,24,0,14.5,10,21
2025-08-18,ST002,32223-787-20,11,20,6.7,10,21
2025-08-25,ST002,32223-787-20,23,0,13.9,10,21
2025-09-01,ST002,32223-787-20,13,20,7.9,10,21
2025-09-08,ST002,32223-787-20,28,0,17,10,21
2025-09-15,ST002,32223-787-20,32,0,19.4,10,21
2025-09-22,ST002,32223-787-20,22,0,13.3,10,21
2025-09-29,ST002,32223-787-20,30,0,18.2,10,21
2025-10-06,ST002,32223-787-20,17,0,10.3,10,21
2025-10-13,ST002,32223-787-20,29,0,17.6,10,21
2025-10-20,ST002,32223-787-20,19,0,11.5,10,21
2025-10-27,ST002,32223-787-20,30,0,18.2,10,21
2025-11-03,ST002,32223-787-20,20,0,12.1,10,21
2025-11-10,ST002,32223-787-20,33,0,20,10,21
2025-11-17,ST002,32223-787-20,26,0,15.8,10,21
2025-11-24,ST002,32223-787-20,17,0,10.3,10,21
2025-12-01,ST002,32223-787-20,25,0,15.2,10,21
2025-12-08,ST002,32223-787-20,16,19,9.7,10,21
2025-12-15,ST002,32223-787-20,20,0,12.1,10,21
2025-12-22,ST002,32223-787-20,30,0,18.2,10,21
2025-12-29,ST002,32223-787-20,18,0,10.9,10,21
2024-01-01,ST002,89846-334-30,23,0,18.7,10,21
2024-01-08,ST002,89846-334-30,19,0,15.4,10,21
2024-01-15,ST002,89846-334-30,15,0,12.2,10,21
2024-01-22,ST002,89846-334-30,24,0,19.5,10,21
2024-01-29,ST002,89846-334-30,16,0,13,10,21
2024-02-05,ST002,89846-334-30,21,0,17,10,21
2024-02-12,ST002,89846-334-30,17,0,13.8,10,21
2024-02-19,ST002,89846-334-30,21,0,17,10,21
2024-02-26,ST002,89846-334-30,8,14,6.5,10,21
2024-03-04,ST002,89846-334-30,16,0,13,10,21
2024-03-11,ST002,89846-334-30,21,0,17,10,21
2024-03-18,ST002,89846-334-30,12,14,9.7,10,21
2024-03-25,ST002,89846-334-30,19,0,15.4,10,21
2024-04-01,ST002,89846-334-30,12,14,9.7,10,21
2024-04-08,ST002,89846-334-30,20,0,16.2,10,21
2024-04-15,ST002,89846-334-30,16,0,13,10,21
2024-04-22,ST002,89846-334-30,24,0,19.5,10,21
2024-04-29,ST002,89846-334-30,19,0,15.4,10,21
2024-05-06,ST002,89846-334-30,22,0,17.9,10,21
2024-05-13,ST002,89846-334-30,11,15,8.9,10,21
2024-05-20,ST002,89846-334-30,18,0,14.6,10,21
2024-05-27,ST002,89846-334-30,22,0,17.9,10,21
2024-06-03,ST002,89846-334-30,14,0,11.4,10,21
2024-06-10,ST002,89846-334-30,24,0,19.5,10,21
2024-06-17,ST002,89846-334-30,11,14,8.9,10,21
2024-06-24,ST002,89846-334-30,18,0,14.6,10,21
2024-07-01,ST002,89846-334-30,14,0,11.4,10,21
2024-07-08,ST002,89846-334-30,19,0,15.4,10,21
2024-07-15,ST002,89846-334-30,24,0,19.5,10,21
2024-07-22,ST002,89846-334-30,14,0,11.4,10,21
2024-07-29,ST002,89846-334-30,13,0,10.6,10,21
2024-08-05,ST002,89846-334-30,19,0,15.4,10,21
2024-08-12,ST002,89846-334-30,10,15,8.1,10,21
2024-08-19,ST002,89846-334-30,21,0,17,10,21
2024-08-26,ST002,89846-334-30,17,0,13.8,10,21
2024-09-02,ST002,89846-334-30,26,0,21.1,10,21
2024-09-09,ST002,89846-334-30,16,0,13,10,21
2024-09-16,ST002,89846-334-30,24,0,19.5,10,21
2024-09-23,ST002,89846-334-30,20,0,16.2,10,21
2024-09-30,ST002,89846-334-30,10,14,8.1,10,21
2024-10-07,ST002,89846-334-30,21,0,17,10,21
2024-10-14,ST002,89846-334-30,9,15,7.3,10,21
2024-10-21,ST002,89846-334-30,18,0,14.6,10,21
2024-10-28,ST002,89846-334-30,20,0,16.2,10,21
2024-11-04,ST002,89846-334-30,13,0,10.6,10,21
2024-11-11,ST002,89846-334-30,19,0,15.4,10,21
2024-11-18,ST002,89846-334-30,15,0,12.2,10,21
2024-11-25,ST002,89846-334-30,19,0,15.4,10,21
2024-12-02,ST002,89846-334-30,21,0,17,10,21
2024-12-09,ST002,89846-334-30,15,0,12.2,10,21
2024-12-16,ST002,89846-334-30,17,0,13.8,10,21
2024-12-23,ST002,89846-334-30,11,14,8.9,10,21
2024-12-30,ST002,89846-334-30,23,0,18.7,10,21
2025-01-06,ST002,89846-334-30,14,0,11.4,10,21
2025-01-13,ST002,89846-334-30,20,0,16.2,10,21
2025-01-20,ST002,89846-334-30,14,0,11.4,10,21
2025-01-27,ST002,89846-334-30,24,0,19.5,10,21
2025-02-03,ST002,89846-334-30,16,0,13,10,21
2025-02-10,ST002,89846-334-30,10,14,8.1,10,21
2025-02-17,ST002,89846-334-30,14,0,11.4,10,21
2025-02-24,ST002,89846-334-30,22,0,17.9,10,21
2025-03-03,ST002,89846-334-30,16,0,13,10,21
2025-03-10,ST002,89846-334-30,21,0,17,10,21
2025-03-17,ST002,89846-334-30,14,0,11.4,10,21
2025-03-24,ST002,89846-334-30,19,0,15.4,10,21
2025-03-31,ST002,89846-334-30,12,14,9.7,10,21
2025-04-07,ST002,89846-334-30,17,0,13.8,10,21
2025-04-14,ST002,89846-334-30,6,14,4.9,10,21
2025-04-21,ST002,89846-334-30,11,14,8.9,10,21
2025-04-28,ST002,89846-334-30,20,0,16.2,10,21
2025-05-05,ST002,89846-334-30,11,15,8.9,10,21
2025-05-12,ST002,89846-334-30,18,0,14.6,10,21
2025-05-19,ST002,89846-334-30,23,0,18.7,10,21
2025-05-26,ST002,89846-334-30,14,0,11.4,10,21
2025-06-02,ST002,89846-334-30,21,0,17,10,21
2025-06-09,ST002,89846-334-30,15,0,12.2,10,21
2025-06-16,ST002,89846-334-30,23,0,18.7,10,21
2025-06-23,ST002,89846-334-30,9,16,7.3,10,21
2025-06-30,ST002,89846-334-30,19,0,15.4,10,21
2025-07-07,ST002,89846-334-30,11,15,8.9,10,21
2025-07-14,ST002,89846-334-30,16,0,13,10,21
2025-07-21,ST002,89846-334-30,17,0,13.8,10,21
2025-07-28,ST002,89846-334-30,21,0,17,10,21
2025-08-04,ST002,89846-334-30,17,0,13.8,10,21
2025-08-11,ST002,89846-334-30,24,0,19.5,10,21
2025-08-18,ST002,89846-334-30,14,0,11.4,10,21
2025-08-25,ST002,89846-334-30,20,0,16.2,10,21
2025-09-01,ST002,89846-334-30,17,0,13.8,10,21
2025-09-08,ST002,89846-334-30,11,14,8.9,10,21
2025-09-15,ST002,89846-334-30,16,0,13,10,21
2025-09-22,ST002,89846-334-30,25,0,20.3,10,21
2025-09-29,ST002,89846-334-30,11,15,8.9,10,21
2025-10-06,ST002,89846-334-30,18,0,14.6,10,21
2025-10-13,ST002,89846-334-30,12,14,9.7,10,21
2025-10-20,ST002,89846-334-30,15,0,12.2,10,21
2025-10-27,ST002,89846-334-30,23,0,18.7,10,21
2025-11-03,ST002,89846-334-30,18,0,14.6,10,21
2025-11-10,ST002,89846-334-30,23,0,18.7,10,21
2025-11-17,ST002,89846-334-30,18,0,14.6,10,21
2025-11-24,ST002,89846-334-30,11,15,8.9,10,21
2025-12-01,ST002,89846-334-30,19,0,15.4,10,21
2025-12-08,ST002,89846-334-30,10,15,8.1,10,21
2025-12-15,ST002,89846-334-30,16,0,13,10,21
2025-12-22,ST002,89846-334-30,21,0,17,10,21
2025-12-29,ST002,89846-334-30,15,0,12.2,10,21
2024-01-01,ST002,24669-197-68,32,0,19.1,10,21
2024-01-08,ST002,24669-197-68,21,0,12.6,10,21
2024-01-15,ST002,24669-197-68,11,19,6.6,10,21
2024-01-22,ST002,24669-197-68,25,0,15,10,21
2024-01-29,ST002,24669-197-68,17,0,10.2,10,21
2024-02-05,ST002,24669-197-68,29,0,17.3,10,21
2024-02-12,ST002,24669-197-68,24,0,14.4,10,21
2024-02-19,ST002,24669-197-68,28,0,16.7,10,21
2024-02-26,ST002,24669-197-68,17,0,10.2,10,21
2024-03-04,ST002,24669-197-68,23,0,13.8,10,21
2024-03-11,ST002,24669-197-68,31,0,18.5,10,21
2024-03-18,ST002,24669-197-68,22,0,13.2,10,21
2024-03-25,ST002,24669-197-68,18,0,10.8,10,21
2024-04-01,ST002,24669-197-68,26,0,15.6,10,21
2024-04-08,ST002,24669-197-68,10,19,6,10,21
2024-04-15,ST002,24669-197-68,18,0,10.8,10,21
2024-04-22,ST002,24669-197-68,28,0,16.7,10,21
2024-04-29,ST002,24669-197-68,18,0,10.8,10,21
2024-05-06,ST002,24669-197-68,29,0,17.3,10,21
2024-05-13,ST002,24669-197-68,12,20,7.2,10,21
2024-05-20,ST002,24669-197-68,24,0,14.4,10,21
2024-05-27,ST002,24669-197-68,34,0,20.3,10,21
2024-06-03,ST002,24669-197-68,28,0,16.7,10,21
2024-06-10,ST002,24669-197-68,19,0,11.4,10,21
2024-06-17,ST002,24669-197-68,28,0,16.7,10,21
2024-06-24,ST002,24669-197-68,14,21,8.4,10,21
2024-07-01,ST002,24669-197-68,26,0,15.6,10,21
2024-07-08,ST002,24669-197-68,17,0,10.2,10,21
2024-07-15,ST002,24669-197-68,27,0,16.1,10,21
2024-07-22,ST002,24669-197-68,15,19,9,10,21
2024-07-29,ST002,24669-197-68,28,0,16.7,10,21
2024-08-05,ST002,24669-197-68,21,0,12.6,10,21
2024-08-12,ST002,24669-197-68,24,0,14.4,10,21
2024-08-19,ST002,24669-197-68,13,22,7.8,10,21
2024-08-26,ST002,24669-197-68,28,0,16.7,10,21
2024-09-02,ST002,24669-197-68,16,19,9.6,10,21
2024-09-09,ST002,24669-197-68,26,0,15.6,10,21
2024-09-16,ST002,24669-197-68,31,0,18.5,10,21
2024-09-23,ST002,24669-197-68,19,0,11.4,10,21
2024-09-30,ST002,24669-197-68,26,0,15.6,10,21
2024-10-07,ST002,24669-197-68,28,0,16.7,10,21
2024-10-14,ST002,24669-197-68,18,0,10.8,10,21
2024-10-21,ST002,24669-197-68,24,0,14.4,10,21
2024-10-28,ST002,24669-197-68,31,0,18.5,10,21
2024-11-04,ST002,24669-197-68,24,0,14.4,10,21
2024-11-11,ST002,24669-197-68,28,0,16.7,10,21
2024-11-18,ST002,24669-197-68,12,20,7.2,10,21
2024-11-25,ST002,24669-197-68,20,0,12,10,21
2024-12-02,ST002,24669-197-68,28,0,16.7,10,21
2024-12-09,ST002,24669-197-68,18,0,10.8,10,21
2024-12-16,ST002,24669-197-68,23,0,13.8,10,21
2024-12-23,ST002,24669-197-68,31,0,18.5,10,21
2024-12-30,ST002,24669-197-68,21,0,12.6,10,21
2025-01-06,ST002,24669-197-68,34,0,20.3,10,21
2025-01-13,ST002,24669-197-68,21,0,12.6,10,21
2025-01-20,ST002,24669-197-68,15,19,9,10,21
2025-01-27,ST002,24669-197-68,29,0,17.3,10,21
2025-02-03,ST002,24669-197-68,20,0,12,10,21
2025-02-10,ST002,24669-197-68,30,0,17.9,10,21
2025-02-17,ST002,24669-197-68,18,0,10.8,10,21
2025-02-24,ST002,24669-197-68,25,0,15,10,21
2025-03-03,ST002,24669-197-68,32,0,19.1,10,21
2025-03-10,ST002,24669-197-68,20,0,12,10,21
2025-03-17,ST002,24669-197-68,27,0,16.1,10,21
2025-03-24,ST002,24669-197-68,21,0,12.6,10,21
2025-03-31,ST002,24669-197-68,31,0,18.5,10,21
2025-04-07,ST002,24669-197-68,18,0,10.8,10,21
2025-04-14,ST002,24669-197-68,31,0,18.5,10,21
2025-04-21,ST002,24669-197-68,18,0,10.8,10,21
2025-04-28,ST002,24669-197-68,29,0,17.3,10,21
2025-05-05,ST002,24669-197-68,16,19,9.6,10,21
2025-05-12,ST002,24669-197-68,28,0,16.7,10,21
2025-05-19,ST002,24669-197-68,17,0,10.2,10,21
2025-05-26,ST002,24669-197-68,20,0,12,10,21
2025-06-02,ST002,24669-197-68,25,0,15,10,21
2025-06-09,ST002,24669-197-68,13,21,7.8,10,21
2025-06-16,ST002,24669-197-68,24,0,14.4,10,21
2025-06-23,ST002,24669-197-68,15,20,9,10,21
2025-06-30,ST002,24669-197-68,18,0,10.8,10,21
2025-07-07,ST002,24669-197-68,22,0,13.2,10,21
2025-07-14,ST002,24669-197-68,10,20,6,10,21
2025-07-21,ST002,24669-197-68,19,0,11.4,10,21
2025-07-28,ST002,24669-197-68,31,0,18.5,10,21
2025-08-04,ST002,24669-197-68,21,0,12.6,10,21
2025-08-11,ST002,24669-197-68,26,0,15.6,10,21
2025-08-18,ST002,24669-197-68,21,0,12.6,10,21
2025-08-25,ST002,24669-197-68,31,0,18.5,10,21
2025-09-01,ST002,24669-197-68,19,0,11.4,10,21
2025-09-08,ST002,24669-197-68,27,0,16.1,10,21
2025-09-15,ST002,24669-197-68,21,0,12.6,10,21
2025-09-22,ST002,24669-197-68,30,0,17.9,10,21
2025-09-29,ST002,24669-197-68,18,0,10.8,10,21
2025-10-06,ST002,24669-197-68,32,0,19.1,10,21
2025-10-13,ST002,24669-197-68,22,0,13.2,10,21
2025-10-20,ST002,24669-197-68,30,0,17.9,10,21
2025-10-27,ST002,24669-197-68,24,0,14.4,10,21
2025-11-03,ST002,24669-197-68,16,19,9.6,10,21
2025-11-10,ST002,24669-197-68,29,0,17.3,10,21
2025-11-17,ST002,24669-197-68,17,0,10.2,10,21
2025-11-24,ST002,24669-197-68,29,0,17.3,10,21
2025-12-01,ST002,24669-197-68,18,0,10.8,10,21
2025-12-08,ST002,24669-197-68,25,0,15,10,21
2025-12-15,ST002,24669-197-68,28,0,16.7,10,21
2025-12-22,ST002,24669-197-68,18,0,10.8,10,21
2025-12-29,ST002,24669-197-68,31,0,18.5,10,21
2024-01-01,ST002,81651-620-32,9,0,46.7,21,45
2024-01-08,ST002,81651-620-32,8,0,41.5,21,45
2024-01-15,ST002,81651-620-32,8,0,41.5,21,45
2024-01-22,ST002,81651-620-32,8,0,41.5,21,45
2024-01-29,ST002,81651-620-32,8,0,41.5,21,45
2024-02-05,ST002,81651-620-32,8,0,41.5,21,45
2024-02-12,ST002,81651-620-32,7,0,36.3,21,45
2024-02-19,ST002,81651-620-32,6,0,31.2,21,45
2024-02-26,ST002,81651-620-32,6,0,31.2,21,45
2024-03-04,ST002,81651-620-32,6,0,31.2,21,45
2024-03-11,ST002,81651-620-32,3,6,15.6,21,45
2024-03-18,ST002,81651-620-32,9,0,46.7,21,45
2024-03-25,ST002,81651-620-32,5,0,26,21,45
2024-04-01,ST002,81651-620-32,9,0,46.7,21,45
2024-04-08,ST002,81651-620-32,9,0,46.7,21,45
2024-04-15,ST002,81651-620-32,7,0,36.3,21,45
2024-04-22,ST002,81651-620-32,5,0,26,21,45
2024-04-29,ST002,81651-620-32,3,6,15.6,21,45
2024-05-06,ST002,81651-620-32,9,0,46.7,21,45
2024-05-13,ST002,81651-620-32,9,0,46.7,21,45
2024-05-20,ST002,81651-620-32,9,0,46.7,21,45
2024-05-27,ST002,81651-620-32,8,0,41.5,21,45
2024-06-03,ST002,81651-620-32,4,5,20.8,21,45
2024-06-10,ST002,81651-620-32,8,0,41.5,21,45
2024-06-17,ST002,81651-620-32,6,0,31.2,21,45
2024-06-24,ST002,81651-620-32,5,0,26,21,45
2024-07-01,ST002,81651-620-32,7,0,36.3,21,45
2024-07-08,ST002,81651-620-32,6,0,31.2,21,45
2024-07-15,ST002,81651-620-32,5,0,26,21,45
2024-07-22,ST002,81651-620-32,9,0,46.7,21,45
2024-07-29,ST002,81651-620-32,7,0,36.3,21,45
2024-08-05,ST002,81651-620-32,7,0,36.3,21,45
2024-08-12,ST002,81651-620-32,8,0,41.5,21,45
2024-08-19,ST002,81651-620-32,7,0,36.3,21,45
2024-08-26,ST002,81651-620-32,7,0,36.3,21,45
2024-09-02,ST002,81651-620-32,5,0,26,21,45
2024-09-09,ST002,81651-620-32,5,0,26,21,45
2024-09-16,ST002,81651-620-32,8,0,41.5,21,45
2024-09-23,ST002,81651-620-32,6,0,31.2,21,45
2024-09-30,ST002,81651-620-32,5,0,26,21,45
2024-10-07,ST002,81651-620-32,5,0,26,21,45
2024-10-14,ST002,81651-620-32,9,0,46.7,21,45
2024-10-21,ST002,81651-620-32,7,0,36.3,21,45
2024-10-28,ST002,81651-620-32,5,0,26,21,45
2024-11-04,ST002,81651-620-32,9,0,46.7,21,45
2024-11-11,ST002,81651-620-32,7,0,36.3,21,45
2024-11-18,ST002,81651-620-32,6,0,31.2,21,45
2024-11-25,ST002,81651-620-32,5,0,26,21,45
2024-12-02,ST002,81651-620-32,8,0,41.5,21,45
2024-12-09,ST002,81651-620-32,6,0,31.2,21,45
2024-12-16,ST002,81651-620-32,6,0,31.2,21,45
2024-12-23,ST002,81651-620-32,6,0,31.2,21,45
2024-12-30,ST002,81651-620-32,6,0,31.2,21,45
2025-01-06,ST002,81651-620-32,5,0,26,21,45
2025-01-13,ST002,81651-620-32,7,0,36.3,21,45
2025-01-20,ST002,81651-620-32,6,0,31.2,21,45
2025-01-27,ST002,81651-620-32,6,0,31.2,21,45
2025-02-03,ST002,81651-620-32,5,0,26,21,45
2025-02-10,ST002,81651-620-32,5,0,26,21,45
2025-02-17,ST002,81651-620-32,5,0,26,21,45
2025-02-24,ST002,81651-620-32,9,0,46.7,21,45
2025-03-03,ST002,81651-620-32,9,0,46.7,21,45
2025-03-10,ST002,81651-620-32,8,0,41.5,21,45
2025-03-17,ST002,81651-620-32,6,0,31.2,21,45
2025-03-24,ST002,81651-620-32,6,0,31.2,21,45
2025-03-31,ST002,81651-620-32,4,5,20.8,21,45
2025-04-07,ST002,81651-620-32,8,0,41.5,21,45
2025-04-14,ST002,81651-620-32,8,0,41.5,21,45
2025-04-21,ST002,81651-620-32,8,0,41.5,21,45
2025-04-28,ST002,81651-620-32,6,0,31.2,21,45
2025-05-05,ST002,81651-620-32,8,0,41.5,21,45
2025-05-12,ST002,81651-620-32,5,0,26,21,45
2025-05-19,ST002,81651-620-32,5,0,26,21,45
2025-05-26,ST002,81651-620-32,4,5,20.8,21,45
2025-06-02,ST002,81651-620-32,8,0,41.5,21,45
2025-06-09,ST002,81651-620-32,7,0,36.3,21,45
2025-06-16,ST002,81651-620-32,7,0,36.3,21,45
2025-06-23,ST002,81651-620-32,7,0,36.3,21,45
2025-06-30,ST002,81651-620-32,7,0,36.3,21,45
2025-07-07,ST002,81651-620-32,6,0,31.2,21,45
2025-07-14,ST002,81651-620-32,5,0,26,21,45
2025-07-21,ST002,81651-620-32,8,0,41.5,21,45
